vehicle_id,fuel_type,rpm,fuel_consumption,throttle_position,fuel_pressure,coolant_temp,torque,spark_timing,speed,engine_load,intake_temp,battery_voltage,power,intake_pressure,vehicle_age,battery_age,battery_health,harsh_braking_count,sudden_acceleration_count,idle_time,days_since_last_service,distance_since_last_service,oil_change_count,brake_change_count,repairs_last_year,accident_history,temperature,humidity,traffic_index,road_quality,terrain_type,aqi,driver_score,engine_stress_score,service_health_score,service_required,vehicle_weight,rpm_variance_score,overheating_risk,aggressive_driving_index,daily_distance,fuel_efficiency,battery_service_required,brake_service_required,oil_change_required,engine_service_required,remaining_service_km,service_status,vehicle_model,engine_displacement_l,cylinder_count,transmission_type,drive_type,vehicle_class,city_mpg,highway_mpg,combined_mpg,air_pollution_score,greenhouse_gas_score,co2_emissions,rainfall_mm,weather_location,weather_severity,wet_road,health_label,days_until_service
VH03933,petrol,1803.0,2.95,19.0,48.3,84.4,139.1,9.8,47.8,23.3,37.3,13.93,29.3,102.2,1,16,84.2,0,1,12.4,49,2389,3,0,0,0,25.8,40.6,0.34,0.73,Highway,60,96.6,0.284,0.831,0,1453,0.189,0.003,0.108,38.7,4.0,0,0,0,0,4851,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,30.0,32.6,31.2,8,10,172.7,1.4,Pune,Clear,0,Healthy,
VH03934,petrol,1768.0,6.45,28.4,48.9,81.1,133.5,13.1,48.6,51.5,46.2,13.67,28.1,94.0,3,24,71.2,1,6,18.1,97,3315,8,2,1,1,28.3,51.8,0.77,0.57,City,123,90.1,0.344,0.596,1,1207,0.211,0.0,0.234,37.6,4.0,0,1,0,0,2293,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,27.6,38.2,32.4,9,9,163.2,0.2,Hyderabad,Clear,0,Monitor,
VH03935,diesel,1960.0,10.76,49.2,248.5,99.1,320.0,10.8,89.6,67.3,47.3,11.5,57.3,98.7,12,49,67.7,11,9,24.0,143,5620,11,5,3,2,18.0,67.4,0.51,0.6,Highway,134,66.1,0.617,0.386,1,1984,0.508,0.434,0.638,75.6,4.0,1,1,1,0,1083,Service Soon (12d),Mahindra Scorpio,2.2,4,Manual,4WD,SUV,21.8,24.8,23.2,7,8,232.3,3.3,Bangalore,Clear,1,Service Soon,12.0
VH03936,petrol,3145.0,12.19,77.8,47.7,108.0,117.8,7.3,61.4,86.8,58.6,11.8,35.9,86.6,1,55,44.5,34,22,38.7,331,12325,13,10,5,3,22.9,64.2,0.87,0.55,City,110,27.3,0.937,0.165,1,1154,0.816,0.683,0.843,76.4,4.0,1,1,0,1,277,Critical,Maruti Brezza,1.5,4,Automatic,FWD,SUV,23.2,36.8,29.3,5,6,167.0,0.1,Hyderabad,Clear,0,Critical,
VH03937,petrol,2718.0,12.16,83.1,51.5,110.4,124.7,0.0,46.5,76.5,60.5,10.81,40.7,95.2,6,95,22.1,15,38,54.4,307,12789,18,10,4,1,16.2,65.8,0.51,0.61,Mixed,211,32.1,0.919,0.101,1,1472,0.767,0.819,0.754,118.3,4.0,1,1,1,1,206,Critical,Hyundai Creta,1.5,4,Automatic,FWD,SUV,20.6,31.6,25.6,6,7,197.6,1.2,Kolkata,Clear,0,Critical,
VH03938,petrol,1107.0,3.18,28.1,50.5,91.0,133.0,16.1,53.0,32.5,43.7,14.18,10.0,100.8,4,3,92.1,1,0,8.1,19,2189,2,1,0,0,27.8,85.8,0.67,0.5,City,114,89.2,0.311,0.971,0,1230,0.242,0.095,0.146,48.9,4.0,0,0,0,0,7050,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,29.3,38.6,33.5,9,9,161.3,7.5,Chennai,Moderate,1,Healthy,
VH03939,petrol,1615.0,3.36,8.8,50.5,87.9,119.6,13.4,34.7,37.1,40.6,13.71,16.0,102.3,1,0,90.9,2,0,8.2,43,890,3,0,0,0,29.6,55.7,0.68,0.54,City,80,87.5,0.203,0.825,0,967,0.24,0.093,0.105,27.9,4.0,0,0,0,0,5613,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,34.3,41.8,37.7,9,9,141.9,1.7,Pune,Clear,0,Healthy,
VH03940,petrol,1579.0,7.2,28.2,43.7,90.1,115.7,12.2,52.5,56.0,39.8,13.55,22.5,100.6,1,30,80.5,5,8,20.0,104,4711,8,3,2,0,19.4,47.5,0.75,0.49,City,90,91.3,0.485,0.66,0,996,0.332,0.082,0.207,67.7,4.0,0,0,0,0,3644,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,31.2,38.5,34.5,6,8,160.6,8.1,Pune,Moderate,1,Monitor,
VH03941,diesel,1510.0,5.62,28.5,255.1,86.9,320.0,13.2,58.2,59.1,50.5,13.43,60.5,105.0,5,21,73.6,7,3,22.2,62,5661,8,1,2,0,34.5,52.2,0.36,0.79,Highway,95,83.5,0.456,0.727,0,2102,0.308,0.0,0.188,53.8,4.0,0,0,0,0,3010,Monitor,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,15.0,22.9,18.6,8,9,229.5,1.9,Pune,Clear,0,Monitor,
VH03942,petrol,2374.0,5.72,45.2,46.0,101.2,153.4,13.0,47.7,61.8,54.4,13.32,36.8,96.9,4,24,64.7,4,5,32.1,109,5304,3,2,2,0,29.3,69.2,0.35,0.71,Mixed,106,83.6,0.366,0.76,0,1475,0.358,0.541,0.351,27.1,4.0,0,0,0,0,3109,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,23.5,36.1,29.2,8,9,179.5,7.1,Mumbai,Moderate,1,Monitor,
VH03943,petrol,1883.0,6.01,38.5,47.7,86.2,112.4,10.4,63.5,60.3,46.6,12.55,21.4,99.3,8,25,78.2,2,6,22.3,91,3522,3,3,1,0,31.9,66.1,0.45,0.61,Mixed,113,79.9,0.443,0.673,1,900,0.431,0.018,0.199,37.7,4.0,0,0,1,0,2355,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,34.9,42.0,38.1,8,8,136.7,95.6,Hyderabad,Severe,1,Monitor,
VH03944,petrol,2285.0,8.02,66.1,55.3,95.9,128.3,12.9,81.9,70.0,49.0,12.6,28.7,98.4,0,43,58.6,18,19,40.9,124,8322,7,4,3,0,29.7,59.7,0.23,0.75,Highway,209,54.2,0.493,0.32,1,1148,0.446,0.323,0.531,78.5,4.0,1,1,1,0,572,Service Soon (25d),Maruti Brezza,1.5,4,Automatic,FWD,SUV,29.0,40.0,34.0,8,8,152.4,1.2,Delhi,Clear,0,Service Soon,25.0
VH03945,diesel,1128.0,4.37,16.1,263.3,77.6,320.0,15.0,34.7,24.4,43.9,13.86,44.7,101.3,0,4,89.0,0,2,10.7,15,809,3,1,0,0,31.3,67.1,0.68,0.59,City,101,96.5,0.262,0.835,0,2062,0.206,0.0,0.057,44.5,4.0,0,0,0,0,6719,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,21.7,25.3,23.3,9,9,217.8,24.0,Chennai,Severe,1,Healthy,
VH03946,petrol,2146.0,11.83,62.4,47.0,95.8,130.9,9.2,36.8,65.4,49.0,12.79,25.7,87.6,9,44,58.9,11,11,39.8,191,7360,8,4,3,2,26.0,86.6,0.76,0.58,City,135,62.7,0.684,0.347,1,977,0.587,0.306,0.509,70.3,4.0,0,1,1,0,1388,Service Soon (24d),Hyundai i20,1.2,4,Manual,FWD,Hatchback,33.5,37.6,35.3,7,8,158.1,10.8,Mumbai,Moderate,1,Service Soon,24.0
VH03947,petrol,1426.0,5.4,14.5,55.2,83.9,125.1,11.5,35.1,34.5,39.0,13.87,24.2,101.3,4,13,97.4,3,0,10.8,58,2379,2,0,0,0,26.3,50.2,0.63,0.55,City,87,96.3,0.102,0.918,0,926,0.146,0.0,0.088,32.4,4.0,0,0,0,0,7076,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,34.9,42.4,38.3,9,10,137.1,2.1,Hyderabad,Clear,1,Healthy,
VH03948,petrol,1966.0,4.85,47.7,51.9,102.2,151.9,12.1,37.3,65.2,46.4,13.03,36.6,101.5,5,35,82.9,5,7,22.3,60,5863,8,3,2,0,28.2,72.3,0.49,0.95,Highway,109,81.7,0.462,0.538,0,1481,0.388,0.536,0.414,48.1,4.0,0,0,0,0,2619,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,25.7,31.5,28.3,8,8,167.9,6.4,Chennai,Moderate,1,Monitor,
VH03949,petrol,1661.0,6.34,41.4,54.7,101.1,118.3,13.4,68.3,64.6,46.7,13.18,20.7,100.8,1,32,85.8,8,9,22.8,81,4196,3,3,2,0,27.6,58.5,0.64,0.51,City,113,85.8,0.369,0.671,0,994,0.308,0.532,0.167,36.0,4.0,0,0,0,0,3246,Monitor,Tata Altroz,1.2,4,Manual,FWD,Hatchback,30.4,38.9,34.2,7,8,162.2,0.1,Pune,Clear,0,Monitor,
VH03950,petrol,1228.0,2.0,19.3,48.3,86.0,110.8,16.6,59.1,28.6,36.5,13.48,25.2,103.4,1,3,85.8,0,1,7.1,39,1323,1,1,0,0,23.7,55.7,0.27,0.81,Highway,111,96.5,0.313,0.797,1,913,0.243,0.0,0.12,31.3,5.74,0,0,0,1,5761,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,35.5,43.5,39.1,9,8,123.5,3.7,Pune,Clear,1,Healthy,
VH03951,petrol,1499.0,4.37,27.8,54.0,83.2,112.0,10.6,72.7,48.0,39.2,13.6,10.0,101.0,1,11,91.5,1,0,9.7,32,725,4,1,0,0,35.7,58.1,0.22,0.75,Highway,64,94.5,0.284,0.95,0,972,0.215,0.0,0.138,28.0,4.3,0,0,0,0,4725,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,35.8,41.1,38.2,9,9,133.8,0.2,Hyderabad,Clear,0,Healthy,
VH03952,petrol,1316.0,4.91,24.5,54.6,82.3,105.4,12.6,28.6,47.0,39.8,13.84,19.1,100.9,1,19,92.4,0,1,13.6,59,1607,1,1,0,0,36.0,78.3,0.48,0.79,Mixed,113,87.7,0.129,0.827,0,1029,0.09,0.031,0.143,51.2,4.0,0,0,0,0,4818,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,31.5,42.6,36.5,9,10,135.8,3.0,Chennai,Clear,1,Healthy,
VH03953,petrol,1406.0,5.13,24.4,53.8,90.3,137.7,13.2,46.6,22.7,42.8,14.07,23.0,100.4,2,13,91.7,2,0,17.3,27,136,3,1,0,0,32.0,88.6,0.33,0.24,Off-road,116,100.0,0.303,0.885,0,1248,0.203,0.247,0.037,35.7,4.0,0,0,0,0,5995,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,31.2,36.3,33.5,9,8,158.3,11.5,Mumbai,Moderate,1,Healthy,
VH03954,petrol,2715.0,13.86,71.1,45.5,110.9,96.1,6.7,93.8,84.6,66.4,11.04,22.0,83.6,6,71,53.3,34,37,43.8,269,10489,14,7,9,3,26.0,59.8,0.8,0.55,City,139,20.2,0.743,0.217,1,1029,0.669,0.695,0.741,72.2,4.0,1,1,1,1,231,Critical,Hyundai i20,1.2,4,Manual,FWD,Hatchback,30.9,38.0,34.1,6,7,150.8,2.6,Bangalore,Clear,1,Critical,
VH03955,petrol,2356.0,8.55,65.7,44.1,99.5,91.3,0.0,51.3,84.0,57.6,10.5,18.5,91.1,3,71,15.2,30,34,43.4,377,10600,12,8,5,3,24.9,54.2,0.7,0.52,City,105,30.6,0.808,0.248,1,1232,0.664,0.486,0.61,74.6,4.0,1,1,1,1,95,Critical,Tata Nexon,1.2,4,Manual,FWD,SUV,26.1,33.9,29.6,6,7,186.7,4.6,Pune,Clear,1,Critical,
VH03956,petrol,2244.0,5.73,35.6,55.2,90.1,94.8,13.5,48.2,52.4,46.4,13.15,19.3,94.6,1,36,75.8,4,6,18.9,82,3597,3,2,1,0,32.8,55.8,0.23,0.81,Highway,100,78.7,0.424,0.777,0,1242,0.438,0.161,0.383,41.8,4.0,0,0,0,0,3732,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,28.4,35.0,31.4,8,8,153.4,0.4,Hyderabad,Clear,0,Monitor,
VH03957,petrol,1447.0,2.0,15.6,57.3,91.2,129.8,16.0,64.8,28.3,35.5,13.98,19.0,102.2,0,15,88.2,1,3,9.9,52,1323,1,0,0,0,22.3,63.6,0.22,0.79,Highway,171,99.0,0.124,0.77,0,1250,0.169,0.088,0.083,36.0,7.31,0,0,0,0,6714,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,33.6,41.6,37.2,9,9,140.5,21.1,Kolkata,Severe,1,Healthy,
VH03958,petrol,1544.0,6.97,31.1,56.5,96.6,107.9,9.7,46.6,57.1,42.2,12.7,14.4,101.2,2,37,88.2,8,5,22.2,58,5827,6,1,1,0,23.1,48.8,0.46,0.62,City,216,84.4,0.444,0.757,0,908,0.326,0.211,0.305,41.7,4.0,0,0,0,0,4000,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,30.9,43.2,36.4,8,8,123.4,5.7,Delhi,Moderate,1,Monitor,
VH03959,petrol,1258.0,3.22,20.0,52.6,88.5,132.1,15.8,39.5,22.6,38.1,14.01,23.1,102.5,0,14,94.6,2,0,9.8,11,2351,3,0,0,0,29.9,68.1,0.47,0.55,Mixed,155,95.8,0.183,0.873,0,1240,0.12,0.133,0.08,41.9,4.0,0,0,0,0,7984,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,31.3,37.7,34.2,9,9,144.2,1.0,Chennai,Clear,0,Healthy,
VH03960,diesel,1457.0,4.23,12.0,293.8,83.2,320.0,10.3,30.4,23.3,36.8,13.56,49.7,105.4,4,19,86.2,1,1,6.9,34,1631,2,1,0,0,32.5,73.8,0.69,0.55,City,138,98.0,0.201,0.874,0,1978,0.104,0.0,0.0,36.3,4.0,0,0,0,0,7213,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,19.2,30.3,24.2,8,9,205.5,9.8,Kolkata,Moderate,1,Healthy,
VH03961,petrol,1242.0,4.26,19.5,56.2,88.7,125.2,13.2,33.3,35.3,31.7,13.82,20.2,100.5,3,19,95.3,0,0,8.7,19,2886,3,1,0,0,20.6,69.5,0.5,0.46,City,181,99.6,0.128,0.917,0,895,0.124,0.07,0.07,43.2,4.0,0,0,0,0,4707,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,37.2,44.2,40.4,9,9,112.7,15.5,Kolkata,Moderate,1,Healthy,
VH03962,petrol,1614.0,3.79,13.4,53.2,86.9,119.7,15.2,47.1,47.1,46.6,13.88,20.2,98.6,0,7,85.6,3,2,13.7,34,1526,4,0,0,0,34.8,58.7,0.68,0.62,City,97,89.6,0.167,0.901,1,1077,0.072,0.074,0.066,36.6,4.0,1,0,0,0,5186,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,32.9,42.2,37.1,10,8,130.5,9.7,Pune,Moderate,1,Healthy,
VH03963,petrol,1368.0,3.9,29.0,48.1,79.4,156.3,15.1,28.9,37.8,36.3,13.73,17.6,100.1,3,8,99.6,0,2,13.5,12,1130,2,0,0,0,25.2,70.1,0.72,0.43,City,30,95.1,0.267,0.843,0,1181,0.252,0.031,0.102,31.4,4.0,0,0,0,0,5145,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.4,38.1,32.8,8,8,142.2,3.9,Bangalore,Clear,1,Healthy,
VH03964,petrol,2071.0,11.71,67.4,48.7,99.9,130.0,5.8,72.0,60.3,52.3,12.43,27.9,86.5,1,45,57.9,17,14,43.2,135,9281,8,6,3,2,28.5,75.5,0.36,0.68,Mixed,100,58.2,0.666,0.496,1,1213,0.441,0.346,0.393,63.0,4.0,1,1,1,0,605,Service Soon (16d),Maruti Brezza,1.5,4,Automatic,FWD,SUV,27.0,35.8,31.0,7,7,168.4,34.7,Mumbai,Severe,1,Service Soon,16.0
VH03965,petrol,1410.0,4.75,17.7,53.2,88.6,116.6,15.3,33.9,40.3,38.6,13.78,10.7,100.3,2,5,98.4,0,0,12.4,3,208,4,0,0,0,39.0,54.9,0.73,0.5,City,74,91.1,0.311,0.941,0,1050,0.233,0.148,0.157,32.6,4.0,0,0,0,0,7394,Healthy,Tata Altroz,1.2,4,Manual,FWD,Hatchback,32.2,40.4,35.9,8,9,135.4,9.4,Pune,Moderate,1,Healthy,
VH03966,petrol,1767.0,5.73,38.6,52.9,95.8,113.9,13.7,31.7,59.4,51.5,13.39,18.9,100.9,3,32,68.4,9,4,26.6,108,5871,7,3,2,1,22.6,61.5,0.4,0.68,Highway,207,77.5,0.524,0.515,0,1160,0.432,0.337,0.371,57.8,4.0,0,0,0,0,3765,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,24.3,37.3,30.2,7,8,167.0,10.6,Kolkata,Moderate,1,Monitor,
VH03967,diesel,1785.0,5.24,34.6,276.7,87.3,320.0,11.7,57.7,45.4,47.6,13.53,65.4,100.9,1,37,71.8,6,8,26.1,100,2800,3,1,2,1,24.0,70.2,0.23,0.87,Highway,210,84.3,0.461,0.693,0,2064,0.326,0.04,0.252,45.5,4.0,0,0,0,0,2981,Monitor,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,21.3,24.6,22.8,8,9,212.7,11.3,Kolkata,Moderate,1,Monitor,
VH03968,diesel,1153.0,3.95,7.8,276.3,78.7,320.0,17.5,39.6,31.4,41.5,13.73,43.8,105.5,0,13,89.8,1,3,5.8,57,57,3,0,0,0,26.9,76.7,0.58,0.58,City,182,96.8,0.186,0.963,0,2023,0.163,0.0,0.047,44.7,4.0,0,0,0,0,7164,Healthy,Mahindra Scorpio,2.2,4,Manual,4WD,SUV,23.6,26.2,24.8,8,9,188.2,28.2,Kolkata,Severe,1,Healthy,
VH03969,petrol,1297.0,2.69,7.4,57.0,80.6,154.5,19.0,37.4,36.0,44.3,13.7,17.5,96.4,1,7,86.1,2,1,7.7,57,2320,3,0,0,0,30.5,58.9,0.56,0.81,Highway,93,98.5,0.307,0.874,0,1165,0.197,0.0,0.047,39.2,4.39,0,0,0,0,7284,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,30.8,40.7,35.3,9,9,156.8,1.8,Hyderabad,Clear,0,Healthy,
VH03970,petrol,1538.0,6.34,42.1,48.7,94.5,115.3,7.0,60.8,47.1,43.2,13.21,18.1,94.4,4,32,84.4,7,4,27.3,86,5473,5,2,2,1,24.5,74.3,0.68,0.58,City,169,88.3,0.406,0.578,0,1262,0.271,0.268,0.227,41.6,4.0,0,0,0,0,1920,Monitor,Tata Nexon,1.2,4,Manual,FWD,SUV,27.1,35.7,31.0,8,8,163.0,14.1,Kolkata,Moderate,1,Monitor,
VH03971,petrol,1266.0,4.04,25.4,51.6,92.6,150.9,12.0,61.2,16.7,45.6,14.22,19.0,102.2,0,0,99.7,0,1,6.8,13,2331,3,1,0,0,38.1,83.4,0.51,0.57,Mixed,104,91.6,0.238,0.923,0,1234,0.173,0.124,0.067,11.7,4.0,0,0,0,0,5659,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,27.5,35.9,31.3,9,9,137.5,9.0,Chennai,Moderate,1,Healthy,
VH03972,petrol,2425.0,12.73,70.2,46.2,108.2,100.0,13.6,82.3,82.6,67.7,11.6,28.9,84.2,6,86,21.9,35,18,63.8,317,9605,16,8,4,2,35.9,79.3,0.63,0.44,City,142,22.9,0.884,0.047,1,1001,0.678,0.597,0.865,75.0,4.0,1,1,1,0,79,Critical,Tata Altroz,1.2,4,Manual,FWD,Hatchback,27.6,40.0,33.2,5,7,176.5,2.4,Chennai,Clear,1,Critical,
VH03973,diesel,2066.0,10.98,61.2,258.9,104.0,320.0,6.6,69.5,67.4,52.0,12.93,83.4,93.5,3,57,61.9,12,12,30.8,142,9387,13,5,3,2,28.3,49.8,0.37,0.7,Mixed,102,65.8,0.587,0.392,1,2004,0.56,0.509,0.554,59.3,4.0,0,1,1,0,804,Service Soon (20d),Mahindra Scorpio,2.2,4,Manual,4WD,SUV,19.4,27.0,22.8,6,7,252.0,5.3,Pune,Moderate,1,Service Soon,20.0
VH03974,petrol,1298.0,6.93,28.9,51.0,91.8,125.7,12.2,51.7,22.0,42.3,13.97,14.5,99.9,3,4,89.2,1,1,9.9,21,1238,1,0,0,0,19.5,63.0,0.2,0.28,Off-road,68,100.0,0.28,0.956,1,1264,0.148,0.137,0.053,30.2,4.0,0,1,0,0,6200,Healthy,Tata Nexon,1.2,4,Manual,FWD,SUV,25.3,38.1,31.1,9,9,160.8,0.0,Hyderabad,Clear,0,Healthy,
VH03975,petrol,1617.0,4.47,8.4,53.3,86.7,175.8,12.9,24.4,38.2,42.8,13.65,28.9,97.5,0,5,99.2,1,2,9.8,55,2843,2,0,0,0,22.9,62.1,0.86,0.58,City,114,95.0,0.239,0.833,1,1229,0.149,0.076,0.193,27.3,4.0,0,0,0,1,5649,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,26.3,42.7,33.7,8,9,135.5,5.3,Bangalore,Moderate,1,Healthy,
VH03976,petrol,1359.0,5.71,24.0,58.7,79.3,170.0,9.8,57.8,43.2,37.5,13.7,18.4,102.7,2,1,90.4,1,1,5.4,13,744,4,0,0,0,18.0,45.9,0.65,0.64,City,234,99.7,0.213,0.779,1,1453,0.099,0.021,0.048,33.7,4.0,1,0,0,0,4927,Healthy,Hyundai Creta,1.5,4,Automatic,FWD,SUV,24.8,32.6,28.3,8,9,157.6,0.2,Delhi,Clear,0,Healthy,
VH03977,petrol,1629.0,9.33,65.1,50.5,90.5,125.3,12.0,54.1,71.2,49.8,12.73,22.8,96.2,6,42,65.8,11,11,34.3,130,8904,12,4,4,2,27.5,49.9,0.73,0.55,City,228,59.3,0.715,0.449,1,1204,0.625,0.118,0.569,72.9,4.0,0,1,1,1,1090,Service Soon (18d),Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.3,34.6,31.1,6,7,181.1,6.7,Delhi,Moderate,1,Service Soon,18.0
VH03978,petrol,2072.0,9.37,59.2,50.2,108.5,126.8,12.7,46.5,67.4,62.8,12.96,26.0,97.8,4,50,48.3,6,12,38.5,111,5998,10,6,4,2,26.1,70.2,0.59,0.52,City,209,66.0,0.712,0.268,1,1457,0.576,0.504,0.465,59.7,4.0,1,1,0,1,550,Service Soon (19d),Hyundai Creta,1.5,4,Automatic,FWD,SUV,22.4,32.9,27.1,6,7,164.1,23.1,Delhi,Severe,1,Service Soon,19.0
VH03979,petrol,1759.0,6.2,34.2,49.3,91.8,129.0,6.8,67.3,48.3,46.1,13.32,26.7,97.6,3,18,84.2,8,6,24.4,83,4723,3,3,1,0,30.7,93.8,0.48,0.75,Mixed,99,80.3,0.484,0.552,0,876,0.388,0.239,0.156,67.5,4.0,0,0,0,0,4383,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,31.8,42.1,36.4,8,7,136.0,9.2,Mumbai,Moderate,1,Monitor,
VH03980,diesel,1075.0,3.87,15.9,271.4,80.8,320.0,11.2,32.0,33.7,40.6,13.86,47.4,104.3,0,16,91.7,1,1,16.7,8,1199,2,0,0,0,36.8,66.6,0.6,0.59,City,103,87.2,0.228,0.793,0,2100,0.159,0.0,0.177,18.5,4.0,0,0,0,0,6440,Healthy,Mahindra XUV700,2.2,4,Automatic,AWD,SUV,22.9,25.1,23.9,8,9,226.4,1.3,Chennai,Clear,0,Healthy,
VH03981,petrol,1669.0,5.75,29.5,53.0,88.1,113.4,12.4,37.7,45.4,49.2,12.95,18.7,97.7,7,34,71.7,5,8,10.6,118,2984,8,1,2,1,24.7,52.9,0.74,0.67,City,113,85.5,0.437,0.623,0,840,0.398,0.096,0.197,41.1,4.0,0,0,0,0,2297,Monitor,Maruti Swift,1.2,4,Manual,FWD,Hatchback,34.1,43.5,38.3,8,8,118.4,0.2,Pune,Clear,0,Monitor,
VH03982,petrol,2841.0,12.9,87.6,51.8,115.1,106.0,7.0,55.7,89.1,67.1,11.96,29.1,85.9,4,66,24.5,38,38,31.8,226,14844,13,10,9,2,27.3,55.1,0.73,0.45,City,89,20.4,0.878,0.177,1,1142,0.669,0.758,0.581,99.3,4.0,0,1,1,1,76,Critical,Tata Nexon,1.2,4,Manual,FWD,SUV,23.5,31.6,27.1,6,6,178.6,0.9,Pune,Clear,0,Critical,
VH03983,petrol,1566.0,4.74,24.1,49.1,96.4,119.6,10.9,22.2,50.1,51.4,12.97,25.2,101.3,0,27,81.9,2,4,17.3,75,4050,8,1,1,1,29.8,57.3,0.74,0.65,City,49,92.3,0.347,0.762,0,1036,0.24,0.254,0.164,55.5,4.0,0,0,0,0,4243,Monitor,Hyundai i20,1.2,4,Manual,FWD,Hatchback,32.4,37.4,34.6,9,9,132.8,4.1,Pune,Clear,1,Monitor,
VH03984,petrol,1707.0,4.33,26.2,50.9,88.0,128.1,11.5,33.8,40.1,45.4,13.88,26.9,100.2,4,0,87.2,2,2,10.8,39,843,4,1,0,0,38.6,47.5,0.78,0.57,City,207,96.7,0.257,0.948,0,928,0.183,0.019,0.064,23.4,4.0,0,0,0,0,7532,Healthy,Maruti Swift,1.2,4,Manual,FWD,Hatchback,37.7,41.8,39.5,8,9,129.9,0.3,Delhi,Clear,0,Healthy,
VH03985,petrol,1245.0,3.09,10.6,53.2,84.8,154.7,13.1,42.5,43.6,43.5,13.75,16.3,95.9,9,9,82.9,2,2,10.2,50,2227,1,0,0,0,34.6,77.2,0.25,0.75,Highway,142,96.1,0.17,1.0,1,1167,0.044,0.0,0.038,37.9,4.0,0,0,1,1,7339,Healthy,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.2,39.7,33.4,9,10,149.0,3.6,Mumbai,Clear,1,Healthy,
VH03986,petrol,1527.0,6.89,38.0,52.6,87.5,145.0,11.5,22.9,56.0,40.0,13.33,19.1,99.5,6,18,85.7,5,3,17.2,52,4242,8,2,1,0,20.6,57.5,0.57,0.61,Mixed,168,77.8,0.496,0.725,0,1430,0.388,0.158,0.383,42.1,4.0,0,0,0,0,2969,Monitor,Hyundai Creta,1.5,4,Automatic,FWD,SUV,24.7,31.6,27.8,7,7,173.6,4.7,Delhi,Clear,1,Monitor,
VH03987,petrol,1538.0,6.44,43.0,51.4,90.2,149.3,10.4,74.6,45.7,45.9,13.61,23.8,101.8,1,37,77.0,3,9,19.8,87,3424,3,1,1,0,29.3,62.9,0.79,0.66,City,151,82.6,0.412,0.67,0,1213,0.239,0.181,0.176,48.2,4.0,0,0,0,0,2020,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,28.3,40.1,33.6,9,8,141.8,8.4,Mumbai,Moderate,1,Monitor,
VH03988,petrol,1579.0,9.86,38.9,43.9,91.3,165.4,7.5,47.9,59.2,46.8,12.77,20.3,99.2,1,22,70.6,3,2,15.9,109,2768,3,3,2,1,31.9,50.4,0.18,0.26,Off-road,88,82.4,0.633,0.596,0,1196,0.536,0.199,0.317,45.1,4.0,0,0,0,0,1936,Monitor,Maruti Brezza,1.5,4,Automatic,FWD,SUV,25.2,36.3,30.2,7,6,158.8,9.7,Pune,Moderate,1,Monitor,
VH03989,petrol,1344.0,2.49,22.4,47.8,95.4,134.5,11.8,12.6,36.1,38.7,13.98,18.8,103.7,9,16,86.7,1,0,7.6,42,1052,1,1,0,0,22.3,64.4,0.31,0.74,Highway,72,99.3,0.298,0.848,0,1004,0.092,0.285,0.116,50.6,5.61,0,0,0,0,4727,Healthy,Hyundai i20,1.2,4,Manual,FWD,Hatchback,34.9,42.3,38.2,8,9,127.1,16.6,Bangalore,Moderate,1,Healthy,
